Frame,pelvis_px,pelvis_vx,pelvis_ax,pelvis_jx,pelvis_py,pelvis_vy,pelvis_ay,pelvis_jy,pelvis_pz,pelvis_vz,pelvis_az,pelvis_jz,L5_px,L5_vx,L5_ax,L5_jx,L5_py,L5_vy,L5_ay,L5_jy,L5_pz,L5_vz,L5_az,L5_jz,L3_px,L3_vx,L3_ax,L3_jx,L3_py,L3_vy,L3_ay,L3_jy,L3_pz,L3_vz,L3_az,L3_jz,T12_px,T12_vx,T12_ax,T12_jx,T12_py,T12_vy,T12_ay,T12_jy,T12_pz,T12_vz,T12_az,T12_jz,T8_px,T8_vx,T8_ax,T8_jx,T8_py,T8_vy,T8_ay,T8_jy,T8_pz,T8_vz,T8_az,T8_jz,neck_px,neck_vx,neck_ax,neck_jx,neck_py,neck_vy,neck_ay,neck_jy,neck_pz,neck_vz,neck_az,neck_jz,head_px,head_vx,head_ax,head_jx,head_py,head_vy,head_ay,head_jy,head_pz,head_vz,head_az,head_jz,shoulderRight_px,shoulderRight_vx,shoulderRight_ax,shoulderRight_jx,shoulderRight_py,shoulderRight_vy,shoulderRight_ay,shoulderRight_jy,shoulderRight_pz,shoulderRight_vz,shoulderRight_az,shoulderRight_jz,upperArmRight_px,upperArmRight_vx,upperArmRight_ax,upperArmRight_jx,upperArmRight_py,upperArmRight_vy,upperArmRight_ay,upperArmRight_jy,upperArmRight_pz,upperArmRight_vz,upperArmRight_az,upperArmRight_jz,forearmRight_px,forearmRight_vx,forearmRight_ax,forearmRight_jx,forearmRight_py,forearmRight_vy,forearmRight_ay,forearmRight_jy,forearmRight_pz,forearmRight_vz,forearmRight_az,forearmRight_jz,handRight_px,handRight_vx,handRight_ax,handRight_jx,handRight_py,handRight_vy,handRight_ay,handRight_jy,handRight_pz,handRight_vz,handRight_az,handRight_jz,shoulderLeft_px,shoulderLeft_vx,shoulderLeft_ax,shoulderLeft_jx,shoulderLeft_py,shoulderLeft_vy,shoulderLeft_ay,shoulderLeft_jy,shoulderLeft_pz,shoulderLeft_vz,shoulderLeft_az,shoulderLeft_jz,upperArmLeft_px,upperArmLeft_vx,upperArmLeft_ax,upperArmLeft_jx,upperArmLeft_py,upperArmLeft_vy,upperArmLeft_ay,upperArmLeft_jy,upperArmLeft_pz,upperArmLeft_vz,upperArmLeft_az,upperArmLeft_jz,forearmLeft_px,forearmLeft_vx,forearmLeft_ax,forearmLeft_jx,forearmLeft_py,forearmLeft_vy,forearmLeft_ay,forearmLeft_jy,forearmLeft_pz,forearmLeft_vz,forearmLeft_az,forearmLeft_jz,handLeft_px,handLeft_vx,handLeft_ax,handLeft_jx,handLeft_py,handLeft_vy,handLeft_ay,handLeft_jy,handLeft_pz,handLeft_vz,handLeft_az,handLeft_jz,upperLegRight_px,upperLegRight_vx,upperLegRight_ax,upperLegRight_jx,upperLegRight_py,upperLegRight_vy,upperLegRight_ay,upperLegRight_jy,upperLegRight_pz,upperLegRight_vz,upperLegRight_az,upperLegRight_jz,lowerLegRight_px,lowerLegRight_vx,lowerLegRight_ax,lowerLegRight_jx,lowerLegRight_py,lowerLegRight_vy,lowerLegRight_ay,lowerLegRight_jy,lowerLegRight_pz,lowerLegRight_vz,lowerLegRight_az,lowerLegRight_jz,footRight_px,footRight_vx,footRight_ax,footRight_jx,footRight_py,footRight_vy,footRight_ay,footRight_jy,footRight_pz,footRight_vz,footRight_az,footRight_jz,toeRight_px,toeRight_vx,toeRight_ax,toeRight_jx,toeRight_py,toeRight_vy,toeRight_ay,toeRight_jy,toeRight_pz,toeRight_vz,toeRight_az,toeRight_jz,upperLegLeft_px,upperLegLeft_vx,upperLegLeft_ax,upperLegLeft_jx,upperLegLeft_py,upperLegLeft_vy,upperLegLeft_ay,upperLegLeft_jy,upperLegLeft_pz,upperLegLeft_vz,upperLegLeft_az,upperLegLeft_jz,lowerLegLeft_px,lowerLegLeft_vx,lowerLegLeft_ax,lowerLegLeft_jx,lowerLegLeft_py,lowerLegLeft_vy,lowerLegLeft_ay,lowerLegLeft_jy,lowerLegLeft_pz,lowerLegLeft_vz,lowerLegLeft_az,lowerLegLeft_jz,footLeft_px,footLeft_vx,footLeft_ax,footLeft_jx,footLeft_py,footLeft_vy,footLeft_ay,footLeft_jy,footLeft_pz,footLeft_vz,footLeft_az,footLeft_jz,toeLeft_px,toeLeft_vx,toeLeft_ax,toeLeft_jx,toeLeft_py,toeLeft_vy,toeLeft_ay,toeLeft_jy,toeLeft_pz,toeLeft_vz,toeLeft_az,toeLeft_jz
0,4.63047142,0.00000000,0.00000000,0.00000000,10.38258603,0.00000000,0.00000000,0.00000000,0.94826713,0.00000000,0.00000000,0.00000000,5.11294627,0.00000000,0.00000000,0.00000000,10.04567611,0.00000000,0.00000000,0.00000000,1.01367677,0.00000000,0.00000000,0.00000000,5.78492164,0.00000000,0.00000000,0.00000000,9.94791787,0.00000000,0.00000000,0.00000000,1.18096059,0.00000000,0.00000000,0.00000000,5.41479025,0.00000000,0.00000000,0.00000000,9.94900981,0.00000000,0.00000000,0.00000000,1.31139761,0.00000000,0.00000000,0.00000000,5.72271190,0.00000000,0.00000000,0.00000000,10.13267908,0.00000000,0.00000000,0.00000000,1.34976913,0.00000000,0.00000000,0.00000000,5.24484762,0.00000000,0.00000000,0.00000000,10.36689150,0.00000000,0.00000000,0.00000000,1.48840333,0.00000000,0.00000000,0.00000000,5.42946906,0.00000000,0.00000000,0.00000000,9.83664698,0.00000000,0.00000000,0.00000000,1.56151004,0.00000000,0.00000000,0.00000000,5.70413683,0.00000000,0.00000000,0.00000000,9.44387133,0.00000000,0.00000000,0.00000000,1.29928457,0.00000000,0.00000000,0.00000000,5.04264668,0.00000000,0.00000000,0.00000000,10.24351823,0.00000000,0.00000000,0.00000000,1.43910620,0.00000000,0.00000000,0.00000000,5.00701280,0.00000000,0.00000000,0.00000000,10.70394448,0.00000000,0.00000000,0.00000000,1.01580973,0.00000000,0.00000000,0.00000000,4.86189582,0.00000000,0.00000000,0.00000000,10.60857110,0.00000000,0.00000000,0.00000000,0.86545799,0.00000000,0.00000000,0.00000000,5.46347883,0.00000000,0.00000000,0.00000000,9.67777630,0.00000000,0.00000000,0.00000000,1.38420615,0.00000000,0.00000000,0.00000000,5.37333967,0.00000000,0.00000000,0.00000000,9.45873751,0.00000000,0.00000000,0.00000000,1.30243181,0.00000000,0.00000000,0.00000000,5.18583078,0.00000000,0.00000000,0.00000000,9.91786625,0.00000000,0.00000000,0.00000000,1.10693814,0.00000000,0.00000000,0.00000000,5.10068872,0.00000000,0.00000000,0.00000000,9.79888737,0.00000000,0.00000000,0.00000000,0.76175026,0.00000000,0.00000000,0.00000000,5.18979452,0.00000000,0.00000000,0.00000000,10.38215245,0.00000000,0.00000000,0.00000000,0.90673203,0.00000000,0.00000000,0.00000000,5.09851256,0.00000000,0.00000000,0.00000000,10.60850164,0.00000000,0.00000000,0.00000000,0.55285319,0.00000000,0.00000000,0.00000000,5.42990225,0.00000000,0.00000000,0.00000000,9.82095753,0.00000000,0.00000000,0.00000000,0.08733269,0.00000000,0.00000000,0.00000000,4.98195797,0.00000000,0.00000000,0.00000000,11.01028200,0.00000000,0.00000000,0.00000000,0.02322464,0.00000000,0.00000000,0.00000000,5.48405049,0.00000000,0.00000000,0.00000000,11.13729507,0.00000000,0.00000000,0.00000000,0.83572474,0.00000000,0.00000000,0.00000000,5.43608559,0.00000000,0.00000000,0.00000000,9.80317893,0.00000000,0.00000000,0.00000000,0.50750430,0.00000000,0.00000000,0.00000000,5.66776463,0.00000000,0.00000000,0.00000000,9.64927945,0.00000000,0.00000000,0.00000000,0.10177178,0.00000000,0.00000000,0.00000000,5.08598706,0.00000000,0.00000000,0.00000000,9.81528982,0.00000000,0.00000000,0.00000000,0.03266350,0.00000000,0.00000000,0.00000000
1,5.03355001,1.62622753,0.23987999,0.01854824,10.48317808,0.40584036,0.05986430,0.00462889,0.92047618,-0.11212306,-0.01653894,-0.00127884,4.88834198,-0.90616989,-0.13366643,-0.01033549,10.12705445,0.32832234,0.04842985,0.00374474,1.02161292,0.03201856,0.00472296,0.00036519,5.29636003,-1.97111021,-0.29075261,-0.02248187,9.70459455,-0.98169215,-0.14480649,-0.01119687,1.14141158,-0.15956114,-0.02353639,-0.00181990,5.38288010,-0.12874204,-0.01899036,-0.00146839,10.07450839,0.50632617,0.07468667,0.00577500,1.25595495,-0.22368435,-0.03299501,-0.00255127,5.77669800,0.21780787,0.03212819,0.00248425,9.87439053,-1.04206961,-0.15371259,-0.01188552,1.33673671,-0.05257952,-0.00775585,-0.00059971,5.39019211,0.58639488,0.08649736,0.00668824,10.18874593,-0.71873136,-0.10601793,-0.00819763,1.47741400,-0.04433664,-0.00653997,-0.00050569,5.26345126,-0.66980170,-0.09880046,-0.00763955,10.02987785,0.77959326,0.11499548,0.00889180,1.55572769,-0.02332896,-0.00344119,-0.00026608,5.39469084,-1.24846518,-0.18415739,-0.01423960,9.84557305,1.62067249,0.23906058,0.01848488,1.34049569,0.16626697,0.02452555,0.00189639,5.19334653,0.60800115,0.08968444,0.00693467,10.53718469,1.18480238,0.17476668,0.01351349,1.36386128,-0.30357691,-0.04477973,-0.00346250,5.26990479,1.06064225,0.15645219,0.01209735,10.58623699,-0.47489289,-0.07005004,-0.00541648,1.00429703,-0.04644817,-0.00685143,-0.00052977,4.92992874,0.27448001,0.04048773,0.00313063,10.52789054,-0.32550711,-0.04801459,-0.00371263,0.86996362,0.01817808,0.00268139,0.00020733,5.41181635,-0.20843314,-0.03074535,-0.00237732,10.12569104,1.80711974,0.26656286,0.02061144,1.39139958,0.02902201,0.00428095,0.00033102,5.42435759,0.20583268,0.03036177,0.00234766,10.50140006,4.20664000,0.62050896,0.04797962,1.32094483,0.07469108,0.01101746,0.00085190,5.22146931,0.14378423,0.02120918,0.00163996,9.79040192,-0.51425702,-0.07585652,-0.00586545,1.04863143,-0.23523942,-0.03469947,-0.00268307,5.22369058,0.49625313,0.07320082,0.00566011,10.10509365,1.23539451,0.18222937,0.01409052,0.82910865,0.27175861,0.04008630,0.00309959,5.05074292,-0.56100606,-0.08275234,-0.00639866,10.22526329,-0.63297200,-0.09336782,-0.00721948,0.94048285,0.13616826,0.02008577,0.00155309,5.28308805,0.74467300,0.10984450,0.00849351,10.43805440,-0.68767233,-0.10143650,-0.00784338,0.54022801,-0.05093651,-0.00751349,-0.00058097,5.37849329,-0.20741034,-0.03059448,-0.00236566,10.04969929,0.92286258,0.13612872,0.01052588,0.09137318,0.01630142,0.00240457,0.00018593,4.82297730,-0.64141024,-0.09461252,-0.00731572,10.38558615,-2.52034618,-0.37176877,-0.02874628,0.02242572,-0.00322329,-0.00047546,-0.00003676,5.28810868,-0.79053059,-0.11660882,-0.00901654,10.78711036,-1.41282624,-0.20840180,-0.01611425,0.88569293,0.20159754,0.02973705,0.00229936,5.36878868,-0.27151057,-0.04004972,-0.00309676,10.01324406,0.84751141,0.12501389,0.00966645,0.53208139,0.09915668,0.01462631,0.00113095,5.70102486,0.13418899,0.01979382,0.00153052,10.09232172,1.78746167,0.26366316,0.02038723,0.09925490,-0.01015442,-0.00149785,-0.00011582,5.39488385,1.24624941,0.18383055,0.01421433,9.71153089,-0.41861721,-0.06174898,-0.00477462,0.03082224,-0.00742862,-0.00109577,-0.00008473
2,5.22273939,3.39789018,0.62219923,0.06261004,10.72702161,2.85988383,0.58981715,0.06572957,0.91500941,-0.15674346,-0.02615332,-0.00238595,4.94252652,-0.26030478,0.00601603,0.00578246,10.15348018,0.56557550,0.09960572,0.00964124,1.03394921,0.15501184,0.03128108,0.00342705,5.27560839,-1.98451684,-0.29324483,-0.02274331,9.74730361,-0.44562219,-0.02882266,0.00218951,1.12647475,-0.29629155,-0.05303541,-0.00521918,5.31746033,-0.78512279,-0.16073222,-0.01781019,10.08858211,0.59922990,0.09464883,0.00807007,1.22400736,-0.52799715,-0.09867615,-0.01012167,5.69599839,-0.62988958,-0.15100608,-0.01863485,9.86697405,-1.01278956,-0.14717528,-0.01111803,1.31821451,-0.23679194,-0.04753216,-0.00518541,5.40446764,0.67328298,0.10514386,0.00883055,10.49654126,2.50315657,0.59000774,0.07206681,1.44971833,-0.32324357,-0.06677053,-0.00744997,5.35286943,0.31271887,0.11354606,0.01685380,9.97101154,0.09859847,-0.03224854,-0.00809637,1.55405845,-0.03805426,-0.00661685,-0.00063194,5.22415833,-2.86735486,-0.53355732,-0.05451062,9.87395259,1.74749362,0.26612032,0.02158368,1.33107280,0.05307257,0.00004326,-0.00092872,5.26319818,1.26136218,0.23067601,0.02318366,10.83954865,4.15901287,0.81690823,0.08753980,1.40958266,0.19487988,0.06294145,0.00896224,5.30987742,1.36260156,0.22145371,0.01957838,10.71545384,0.89517653,0.22596122,0.02872124,1.08433044,0.77713919,0.17104036,0.01998259,4.99848949,0.94829143,0.18596453,0.01990117,10.18104946,-3.84152610,-0.80735436,-0.09126375,0.83935770,-0.29681544,-0.06535611,-0.00763795,5.37076122,-0.60747323,-0.11688926,-0.01230737,10.27956654,3.19919614,0.56686025,0.05521336,1.38658479,-0.02317165,-0.00699802,-0.00096988,5.33810551,-0.69746893,-0.16477971,-0.02015576,10.50024743,3.77031393,0.52540827,0.03695875,1.33114647,0.17153623,0.03191925,0.00326099,5.25110196,0.43247411,0.08353236,0.00882422,9.93772271,1.04502404,0.26102961,0.03298584,1.10066732,0.32093079,0.08547295,0.01117646,5.42101086,2.46514744,0.49835035,0.05467529,10.12910372,1.35638945,0.20810960,0.01705839,0.84134109,0.36949481,0.06114021,0.00552363,4.94470020,-1.58941592,-0.30475834,-0.03198960,10.03319526,-2.53432783,-0.50390209,-0.05454766,0.94049177,0.12251756,0.01710956,0.00120813,5.38705075,1.73326462,0.32321278,0.03308607,10.34387204,-1.58194421,-0.29444483,-0.03008909,0.54599740,0.01323628,0.00635727,0.00101907,5.23671333,-1.63716744,-0.33935773,-0.03796476,10.26716841,3.05486604,0.59642002,0.06358747,0.08931757,-0.00637662,-0.00249687,-0.00037944,5.10403887,2.29913540,0.54063169,0.06593931,10.09232405,-5.26664410,-0.96441136,-0.09704757,0.02290226,0.00197803,0.00064861,0.00009289,5.19155738,-1.69866098,-0.31258932,-0.03160361,10.22102073,-7.06245887,-1.42834699,-0.15676101,0.91023451,0.43236115,0.07953721,0.00803890,5.24514648,-1.50921362,-0.30731910,-0.03391059,9.98903025,0.51422576,0.05285583,0.00133515,0.53618085,0.13109546,0.02150430,0.00192271,5.51475324,-1.78527978,-0.39480957,-0.04627694,10.43857170,5.14989265,0.98953106,0.10405966,0.09687508,-0.03347986,-0.00653371,-0.00069634,5.45761258,1.76231724,0.29503826,0.02702071,9.83657322,0.90305935,0.22379864,0.02815585,0.03156610,0.00093223,0.00071156,0.00012376
3,5.44286262,6.31070432,1.45898406,0.19167643,10.59125680,0.29840536,-0.14810164,-0.04827432,0.91879406,-0.07339951,-0.00212577,0.00132654,4.96976044,0.20572439,0.14012232,0.02647369,10.25360530,2.04185240,0.52410631,0.07515071,1.00843951,-0.26730138,-0.09026448,-0.01533957,5.27292743,-1.71916247,-0.21629200,-0.01083005,9.76049446,-0.17028777,0.05048949,0.01442846,1.15614957,0.21293314,0.09355726,0.01741638,5.39588954,0.56086349,0.22676158,0.04202942,10.53151941,7.42401163,2.05778966,0.31108083,1.23353006,-0.29772942,-0.03225063,0.00014715,5.43077754,-4.67494895,-1.31442818,-0.19818765,9.63269750,-4.51474757,-1.15429558,-0.16655627,1.35779024,0.41781686,0.14086868,0.02390346,5.36280933,-0.08148700,-0.11220038,-0.02473154,10.39070335,0.46476923,0.00263296,-0.01870944,1.48106311,0.21614385,0.08851650,0.01653107,5.27885106,-0.89104020,-0.23290606,-0.03664929,9.88632771,-1.23963197,-0.41721469,-0.06750584,1.55170125,-0.06898531,-0.01550228,-0.00200249,5.19529174,-2.87529110,-0.53484979,-0.05462598,9.72428293,-0.86040216,-0.48466127,-0.09433753,1.30559284,-0.35314412,-0.11682533,-0.01896669,5.05960089,-2.11314457,-0.74052396,-0.12676300,10.62184966,0.11714774,-0.34731920,-0.09230120,1.39410795,-0.07664785,-0.01526239,-0.00312285,5.22481295,-0.17663657,-0.22179122,-0.04886950,10.63039022,-0.57100691,-0.19618923,-0.03648469,1.11160721,1.08333860,0.25883438,0.03350330,5.09289933,2.27633755,0.56767656,0.07879012,10.34851879,-0.63360850,0.11690090,0.05154178,0.84970865,-0.08940970,-0.00557852,0.00160089,5.17070402,-3.63803716,-0.98849934,-0.14682691,10.30092767,3.03839960,0.51952341,0.04782139,1.40018729,0.19281703,0.05514739,0.00862415,5.30816869,-1.05759598,-0.26810720,-0.03607390,10.54802042,3.93242348,0.57090103,0.04392379,1.33918872,0.27063968,0.06036977,0.00764748,5.33954726,1.74698215,0.46153386,0.06715752,10.00206503,1.88908176,0.50342404,0.07035004,1.11256959,0.45748008,0.12462075,0.01720192,5.44352660,2.43638989,0.48918980,0.05317691,10.25173176,3.06159818,0.69823053,0.09268533,0.84460548,0.36333460,0.05924733,0.00522293,5.06632411,0.55543623,0.31282351,0.06338744,9.67947098,-7.66740631,-1.97966563,-0.28225691,0.92950107,-0.06810391,-0.03776500,-0.00726397,5.43963369,2.28676093,0.48184150,0.05752034,10.25553805,-2.71714276,-0.62046871,-0.08036649,0.52814096,-0.26764185,-0.07445301,-0.01145608,5.18971138,-2.11866061,-0.47727507,-0.05919458,10.38549439,4.43121390,0.99128280,0.12443889,0.08866195,-0.01564290,-0.00515917,-0.00078980,5.14918715,2.65015434,0.64071493,0.08128601,9.98968561,-6.05596826,-1.18967643,-0.13166886,0.02357996,0.01225890,0.00360524,0.00054912,5.16181610,-1.90073802,-0.37013856,-0.04043792,10.03370385,-8.89805497,-1.95386205,-0.23763562,0.93973135,0.82623309,0.19269656,0.02549335,5.22927441,-1.52422884,-0.31109317,-0.03444080,10.09689286,2.11892948,0.51435341,0.07256816,0.53351952,0.06925734,0.00367224,-0.00083275,5.46842186,-2.23368072,-0.52313053,-0.06601266,10.55918762,6.23844221,1.30087415,0.15195681,0.09417599,-0.07046409,-0.01716138,-0.00233572,5.40481177,0.66520480,-0.02115466,-0.02182738,10.04478219,4.01575593,1.11888710,0.16627496,0.03175579,0.00375569,0.00152300,0.00024882
4,5.49733484,6.16494307,1.40208620,0.18017181,10.40589084,-3.17154814,-1.42069648,-0.29710996,0.94159209,0.35994108,0.15682926,0.03241686,5.12323114,2.99538994,1.16302327,0.22650978,9.95101691,-3.90179987,-1.65698715,-0.35163619,1.02518417,0.08946936,0.04076435,0.01032076,5.20589002,-2.63907436,-0.55299795,-0.07667133,10.00272338,4.32235791,1.69819181,0.33670443,1.13035195,-0.30051241,-0.09492570,-0.01948651,5.30738042,-1.17032478,-0.40858919,-0.08233265,10.67153806,8.65407015,2.50448946,0.39785050,1.21792291,-0.53061042,-0.11754339,-0.01653710,5.43680957,-3.71488090,-0.95946657,-0.12836656,9.71290571,-2.21671666,-0.30888811,-0.00086178,1.37553973,0.66902304,0.23272416,0.04182439,5.40317147,0.67579864,0.16570985,0.02967837,10.24866735,-2.23649791,-0.98829265,-0.21250608,1.46841196,-0.05583667,-0.01139597,-0.00304498,5.13054914,-3.46015586,-1.17467838,-0.22079605,9.82431715,-2.15710648,-0.75285551,-0.13302791,1.59894220,0.81355540,0.30821930,0.06132404,5.14440575,-3.28774686,-0.68470759,-0.08383255,9.61387332,-2.73963303,-1.17306074,-0.22880962,1.29693940,-0.44853120,-0.15157078,-0.02572609,5.14298909,-0.19506633,-0.03559006,0.01137586,10.31107973,-5.63064458,-2.45505353,-0.50441090,1.39598857,-0.02803829,0.00259068,0.00037546,5.17409304,-1.08016860,-0.55284914,-0.11353157,10.61988874,-0.66102741,-0.22885019,-0.04280208,1.13913667,1.39316099,0.37185137,0.05554483,5.13440924,2.62672678,0.69489135,0.10352027,10.23302580,-2.64275098,-0.61989575,-0.09268256,0.83256350,-0.38873555,-0.11532421,-0.01986940,5.22673634,-1.94516991,-0.36545564,-0.02466721,10.19815382,0.59091733,-0.37955458,-0.12813923,1.37754180,-0.25922409,-0.11076147,-0.02384586,5.51187523,2.88614093,1.17893921,0.24705089,10.49965801,2.32279375,-0.02110963,-0.07196430,1.36375259,0.67370979,0.20805654,0.03652127,5.33973160,1.43285060,0.34529913,0.04428968,10.12828742,3.87024705,1.22890120,0.21212176,1.11335595,0.38884521,0.09916255,0.01218844,5.56579945,4.24390052,1.15085736,0.18250053,10.23180925,2.13723774,0.35757212,0.02586843,0.81801041,-0.19280628,-0.14489063,-0.03471836,4.97533719,-1.21960068,-0.33871184,-0.06418224,9.56165604,-8.44303345,-2.25969490,-0.33648083,0.92152770,-0.20274087,-0.08707907,-0.01689600,5.39037639,0.96290408,-0.00489543,-0.03780194,10.28823745,-1.62021391,-0.21668056,-0.00122499,0.52539544,-0.26959107,-0.07500920,-0.01154247,5.05274123,-4.25523740,-1.25973623,-0.21213465,10.48306957,5.42109852,1.35194389,0.19474376,0.08995263,0.01095979,0.00460879,0.00112244,5.12848473,1.78667900,0.32248418,0.01887845,10.18624148,-1.33180024,0.54603029,0.20810726,0.02374845,0.01313701,0.00391956,0.00060953,5.36927966,2.26653149,1.15922234,0.25879681,10.01133617,-7.68907987,-1.50565868,-0.14949850,0.93060198,0.50770274,0.07541862,0.00250295,5.35046109,0.98538668,0.61014221,0.14582782,10.19439831,3.52902191,1.03036331,0.17336201,0.53141351,0.01775265,-0.01523964,-0.00453044,5.36134631,-3.79896090,-1.09596017,-0.17793375,10.78998299,9.35167410,2.43944309,0.37437306,0.09257148,-0.08719172,-0.02325685,-0.00352347,5.30273256,-1.33735586,-0.75576335,-0.16548021,9.89423203,0.51389684,-0.16791490,-0.08575938,0.03162419,0.00065432,0.00038242,0.00002523
5,5.57250121,6.43460801,1.52105001,0.20830196,10.41525990,-2.40336664,-1.06507822,-0.21101409,0.94125797,0.28658211,0.12281219,0.02417167,5.24057334,4.66725082,1.92619640,0.40920075,9.78787945,-6.27642724,-2.74123513,-0.61111552,1.05731966,0.68375269,0.31305111,0.07567094,5.22700973,-1.74086821,-0.13956457,0.02277645,9.93183618,2.16839890,0.70657032,0.09781167,1.14993695,0.12808507,0.10174879,0.02778103,5.21887396,-2.63412013,-1.07842142,-0.24295901,10.47035118,3.20680809,0.00040328,-0.20432577,1.24891914,0.15846328,0.19864507,0.05941818,5.32141488,-5.21109003,-1.64208913,-0.29195329,9.72480907,-1.57180252,-0.01190540,0.07044464,1.34769539,0.01459971,-0.06785902,-0.03044484,5.46941236,1.80811984,0.68420941,0.15409678,10.25072361,-1.78118278,-0.77720430,-0.16131440,1.44867324,-0.42057453,-0.17853997,-0.04316827,5.14276483,-2.58076081,-0.76845514,-0.12273336,9.97171143,1.04824860,0.71833896,0.22051938,1.63273549,1.30412283,0.53225429,0.11496671,5.17975288,-1.99693979,-0.09080602,0.05896211,9.55519204,-3.34501278,-1.44742356,-0.29413367,1.32760102,0.21826884,0.15447354,0.04781569,5.01786148,-2.53708585,-1.10870263,-0.24630148,10.26304505,-5.49563191,-2.38695543,-0.48684975,1.38967163,-0.14277492,-0.05000329,-0.01225304,5.22457128,0.07980627,-0.01981095,0.01472135,10.28731396,-6.85996168,-3.06931016,-0.72468236,1.11733271,0.71716517,0.06088038,-0.01925142,5.13673393,2.17785131,0.48701176,0.05336066,10.39205102,0.87724848,0.99529898,0.29534175,0.82930133,-0.37789483,-0.11002540,-0.01854947,5.27068162,-0.74324803,0.18683537,0.10799487,10.35776331,3.50944973,0.95852182,0.19343520,1.39144159,0.05329991,0.03274356,0.01066637,5.58999393,3.83324400,1.61007494,0.34997169,10.28937056,-2.11672588,-2.05644166,-0.56046657,1.35944717,0.46566671,0.11211751,0.01339901,5.51932987,4.57789550,1.78558844,0.38999103,10.10596617,2.72126528,0.69878651,0.08433405,1.09871607,0.03750399,-0.06219626,-0.02658243,5.48539739,1.91901115,0.08186547,-0.07459831,10.14324431,0.05047341,-0.60020980,-0.20415328,0.85127942,0.47500721,0.16149784,0.03892764,5.01852376,-0.16979907,0.14334293,0.05171127,9.71022121,-4.03405643,-0.23198286,0.15117257,0.92545029,-0.09041517,-0.03536768,-0.00443974,5.47117482,2.31584842,0.61482830,0.11108201,10.51736358,3.04172334,1.92094904,0.51201424,0.53250757,-0.08381120,0.01036564,0.00898340,5.07892583,-2.95989907,-0.66240253,-0.06820790,10.39327866,2.69574404,0.09861225,-0.10664371,0.09161203,0.04046469,0.01812149,0.00436409,5.18778421,2.57726868,0.68353583,0.10552018,10.20809392,-0.65822943,0.85431351,0.28162517,0.02362492,0.00832664,0.00170300,0.00007588,5.56370884,5.54241041,2.65788502,0.61799835,9.75004695,-11.20828235,-3.11316260,-0.53509481,0.93980109,0.58674962,0.11132653,0.01111828,5.30936698,0.02235081,0.16742430,0.03918290,10.04033094,-0.06149384,-0.61822659,-0.22287405,0.52555212,-0.09719043,-0.06789545,-0.01716201,5.25903352,-5.03172523,-1.65771026,-0.31238048,10.51250366,2.32081788,-0.79036858,-0.40199062,0.09213872,-0.07905352,-0.01945554,-0.00260233,5.25591543,-1.97999344,-1.04848279,-0.23536367,10.09958419,4.31859552,1.57576011,0.33309590,0.03166089,0.00123117,0.00064530,0.00008829
